,BEI_companyName,BEI_Cohort,BEI_Address,BEI_City,BEI_State,BEI_Zip,BEI_yearEstablished,BEI_NAICSCode,BEI_Sector,BEI_numberOfEmployees,BEI_execName,BEI_execTitle,BEI_execEth,BEI_revenue,BEI_Sustained Revenues >$800K,BEI_Website,BEI_phone,BEI_Strong Leadership and Willing to ready to grow,BEI_Demonstrated Proven Business Model,"BEI_51% owned, operated, capitalized and controlled by a member(s) of a presumed minority group",MBE_Cohort,MBE_Address,MBE_City,MBE_State,MBE_Zip,MBE_yearEstablished,MBE_NAICSCode,MBE_Sector,MBE_numberOfEmployees,MBE_execName,MBE_execTitle,MBE_execEth,MBE_revenue,MBE_Sustained Revenues >$800K,MBE_Website,MBE_phone,MBE_Strong Leadership and Willing to ready to grow,MBE_Demonstrated Proven Business Model,MBE_referenceUSA_indicator,referenceUSA_companyName,"MBE_51% owned, operated, capitalized and controlled by a member(s) of a presumed minority group",MVCF_Address,MVCF_City,MVCF_State,MVCF_Zip,MVCF_yearEstablished,MVCF_NAICSCode,MVCF_Sector,MVCF_numberOfEmployees,MVCF_execName,MVCF_execTitle,MVCF_execEth,MVCF_revenue,MVCF_Sustained Revenues >$800K,MVCF_Website,MVCF_phone,MVCF_Strong Leadership and Willing to ready to grow,MVCF_Demonstrated Proven Business Model,"MVCF_51% owned, operated, capitalized and controlled by a member(s) of a presumed minority group",NAIC_Address,NAIC_City,NAIC_State,NAIC_Zip,NAIC_yearEstablished,NAIC_NAICSCode,NAIC_sector,NAIC_numberOfEmployees,NAIC_execName,NAIC_execTitle,NAIC_execEth,NAIC_revenue,NAIC_Sustained Revenues >$800K,NAIC_Website,NAIC_phone,NAIC_Strong Leadership and Willing to ready to grow,NAIC_Demonstrated Proven Business Model,"NAIC_51% owned, operated, capitalized and controlled by a member(s) of a presumed minority group",USBC_companyAddress,USBC_City,USBC_State,USBC_Zip,USBC_yearEstablished,USBC_NAICCode,USBC_sector,USBC_numberOfEmployees,USBC_execName,USBC_execTitle,USBC_executiveRace,USBC_revenue,USBC_Sustained Revenues >$800K,USBC_Website,USBC_phone,USBC_Strong Leadership and Willing to ready to grow,USBC_Demonstrated Proven Business Model,"USBC_51% owned, operated, capitalized and controlled by a member(s) of a presumed minority group",RefUSA_address,RefUSA_City,RefUSA_State,RefUSA_Zip,RefUSA_yearEstablished,RefUSA_NAICSCode,RefUSA_sector,RefUSA_numberOfEmployees,RefUSA_execName,RefUSA_execTitle,RefUSA_execEth,RefUSA_revenue,RefUSA_Sustained Revenues >$800K,RefUSA_Website,RefUSA_phone,RefUSA_Strong Leadership and Willing to ready to grow,RefUSA_Demonstrated Proven Business Model,"RefUSA_51% owned, operated, capitalized and controlled by a member(s) of a presumed minority group",Name,Ethnicity
1026,"American Environmental, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18 Canal Street Holyoke, Massachusetts 1040 United States",,,,,,Certified Contractors,,,,Black,,,,(413) 322-7190,,,,,,,,,,,,,,,,,,,,,,,
1027,American Equity Builders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16 Quequechan Cir Raynham,,MA,2767.0, NA,236115.0,,1_4,,,,"$1,086,000",,,(508) 822-6021,,,,,
1028,American Family Care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380r Merrimack St Methuen,,MA,1844.0, NA,621111.0,,1_4,,,,"$537,000",,,(978) 975-0700,,,,,
1029,American Financial Systems Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404 Wyman St # 100 Waltham,,MA,2451.0,1984,541612.0,,42,Daniel R Johnson,"ceo, president, chairman, treasurer, board member",Western Europe,"$7,385,000",,,(781) 647-8700,,,,Daniel R Johnson,Western Europe
1030,American Firearms School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5 John L Dietsch Sq Attleboro Falls,,MA,2763.0, NA,611620.0,,12,,,,"$672,000",,,(508) 695-5869,,,,,
1031,American Furniture Rentals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,485 Wildwood Ave Woburn,,MA,1801.0,1975,532289.0,,50,,,,"$20,600,000",,,(781) 305-2088,,,,,
1032,American Gutter Cleaning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1608 Main St Tewksbury,,MA,1876.0,1990,621610.0,,15,Jose C Rocha,"president, treasurer, board member",Hispanic,"$1,100,000",,,(978) 851-6045,,,,Jose C Rocha,Hispanic
1033,American Income Life-Francisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,555 Pleasant St # 2c New Bedford,,MA,2740.0, NA,523930.0,,1_4,,,,"$596,000",,,(401) 732-6600,,,,,
1034,American Income Life-Philip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94 N Elm St # 303 Westfield,,MA,1085.0, NA,524210.0,,20-49,,,,"$2,760,000",,,(860) 632-0061,,,,,
1035,American Insulation Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72 Union St Holbrook,,MA,2343.0,2016,238310.0,,10_19,,,,"$1,841,000",,,,,,,,
1036,American Mortgage Resource Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 Winter St # 202 Waltham,,MA,2451.0,2007,522292.0,,2,Michael DE Santis,president,Hispanic,"$993,000",,,(781) 373-5814,,,,Michael DE Santis,Hispanic
1037,American Outdoor Brands Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100 Roosevelt Ave Springfield,,MA,1104.0,1852,332994.0,,1000,P James Debney,"ceo, president, board member",Western Europe,,,,(413) 781-8300,,,,P James Debney,Western Europe
1038,American Plant Maintenance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256 W Cummings Park Woburn,,MA,1801.0,2000,238220.0,,8,,,,"$1,277,000",,,(781) 281-2420,,,,,
1039,American Power Source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15 Shaw St Fall River,,MA,2724.0, NA,448150.0,,8,Roxanne Ferreiro,"owner, president, treasurer, board member",Mediterranean,"$929,000",,,(508) 672-8847,,,,Roxanne Ferreiro,Mediterranean
1040,American Program Bureau Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Gateway Ctr # 751 Newton,,MA,2458.0,1984,519190.0,,50,Robert Walker,ceo,Western Europe,"$7,341,000",,,(617) 614-1600,,,,Robert Walker,Western Europe
1041,American Red Cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101 Station Lndg # 510 Medford,,MA,2155.0,1919,624190.0,,50,Holly Grant,ceo,Western Europe,"$3,380,000",,,(617) 274-5200,,,,Holly Grant,Western Europe
1042,American Red Cross Blood Svc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274 Tremont St Boston,,MA,2116.0, NA,621991.0,,10,Maria Devlin,ceo,Western Europe,"$2,172,000",,,(617) 556-2200,,,,Maria Devlin,Western Europe
1043,American Redcross Blood Svc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180 Rustcraft Rd # 115 Dedham,,MA,2026.0, NA,621111.0,,1_4,,,,"$552,000",,,(781) 461-2221,,,,,
1044,American Refrigeration Co Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149 River St Andover,,MA,1810.0,1996,425120.0,,12,Stephen P Giannelli,"ceo, treasurer, board member",Mediterranean,"$24,963,000",,,(978) 474-4000,,,,Stephen P Giannelli,Mediterranean
1045,American Renal Assoc Holdings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500 Cummings Ctr # 6550 Beverly,,MA,1915.0,1999,621492.0,,20-49,Joseph A Carlucci,"ceo, chairman, board member",Mediterranean,,,,(978) 922-3080,,,,Joseph A Carlucci,Mediterranean
1046,American Screw & Barrel Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60 Linus Allain Ave Gardner,,MA,1440.0, NA,423830.0,,15,Alfonso Toro,"owner, president, treasurer, board member",Hispanic,"$15,263,000",,,(978) 630-1300,,,,Alfonso Toro,Hispanic
1047,American Spirit Auto Sales Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1039 Locust St Fall River,,MA,2720.0, NA,441120.0,,1_4,,,,"$1,040,000",,,(508) 567-3208,,,,,
1048,American Stone Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160 Rosary Ln # 3 Hyannis,,MA,2601.0, NA,337110.0,,10,Cassio Melo,owner,Hispanic,"$2,194,000",,,(508) 778-1123,,,,Cassio Melo,Hispanic
1049,American Tower Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116 Huntington Ave # 1100 Boston,,MA,2116.0,1995,525990.0,,100,James D Taiclet Jr,"ceo, president, chairman, board member",Western Europe,,,,(617) 375-7500,,,,James D Taiclet Jr,Western Europe
1050,American Training Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150 Industrial Ave E Lowell,,MA,1852.0,2002,339999.0,,10,,,,"$1,724,000",,,(978) 275-9989,,,,,
1051,"American Translation Partners, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"175 Paramount Drive, Suite 201 Raynham, Massachusetts 2767 United States",,,,,,Certified Contractors,,,,Black,,,,(508) 823-8892,,,,,,,,,,,,,,,,,,,,,,,
1053,American Ultrasonics Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,651 Orchard St # 308a New Bedford,,MA,2744.0, NA,621512.0,,5_9,Robert A Fontaine,"president, board member",Western Europe,"$1,291,000",,,,,,,Robert A Fontaine,Western Europe
1054,American Veteran Environmental Corp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"599 Canal Street 5W Suite 1 Lawrence, Massachusetts 1840 United States",,,,,,Certified Contractors,,,,Black,,,,(978) 683-3737,,,,,,,,,,,,,,,,,,,,,,,
1057,Americana Construction Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39 Highland Ave # 2 Everett,,MA,2149.0,2015,236115.0,,1_4,,,,"$1,334,000",,,,,,,,
1058,Americana Siding Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5455 N Main St # 13f Fall River,,MA,2720.0,2018,238170.0,,1_4,,,,"$520,000",,,,,,,,
1059,Americold Logistics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,455 John Hancock Rd Taunton,,MA,2780.0, NA,493120.0,,10_19,,,,"$1,173,000",,,(508) 513-4409,,,,,
1060,Ameriprint LLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407r Mystic Ave # 11a Medford,,MA,2155.0,2004,423210.0,,3,Vicente J Lozada,"president, manager",Hispanic,"$2,943,000",,,(781) 391-7507,,,,Vicente J Lozada,Hispanic
1061,Ameriprise Financial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400 Computer Dr # 110 Westborough,,MA,1581.0, NA,523930.0,,1_4,Todd Darling,vice president,Western Europe,"$1,217,000",,,(508) 621-5700,,,,Todd Darling,Western Europe
1062,Amerphil Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54 Eastern Ave Malden,,MA,2148.0,1993,236115.0,,3,Roberto Mercado,owner,Hispanic,"$1,334,000",,,(781) 322-6100,,,,Roberto Mercado,Hispanic
1063,"Amerphil, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"P O Box 761089 Melrose, Massachusetts 2176 United States",,,,,,Certified Contractors,,,,Black,,,,(781) 322-6100,,,,,,,,,,,,,,,,,,,,,,,
1065,Ames Boston Hotel Curio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Court St Boston,,MA,2108.0, NA,721110.0,,100,,,,"$14,865,000",,,(617) 979-8100,,,,,
1066,Amesbury Appliance Repair Men,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38 Main St Amesbury,,MA,1913.0, NA,811412.0,,15,Fermin Mayo,owner,Western Europe,"$1,218,000",,,(978) 252-7283,,,,Fermin Mayo,Western Europe
1067,Amesbury Children's Theatre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21 California St Amesbury,,MA,1913.0,2016,711110.0,,10_19,Derek Balaam,owner,African American,"$1,295,000",,,,,,,Derek Balaam,African American
1068,AMG Family Dentistry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44 Brigham St New Bedford,,MA,2740.0, NA,621210.0,,1_4,,,,"$535,000",,,(508) 992-1110,,,,,
1069,Amgen Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360 Binney St Cambridge,,MA,2142.0, NA,325414.0,,100-249,John Dunlop,vice president,Western Europe,"$154,995,000",,,(617) 444-5000,,,,John Dunlop,Western Europe
1070,Amherst Community Television,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246 College St Amherst,,MA,1002.0, NA,515120.0,,4,Demetria Shabazz,president,Middle Eastern,"$1,392,000",,,(413) 259-3300,,,,Demetria Shabazz,Middle Eastern
1071,Amherst Medical Ctr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31 Hall Dr # 1 Amherst,,MA,1002.0, NA,621111.0,,28,,,,"$3,845,000",,,(413) 256-8561,,,,,
1072,Amigos Grocery Store,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86 Broadway # A Somerville,,MA,2145.0, NA,445110.0,,3,Luis Morales,owner,Hispanic,"$592,000",,,(617) 776-6009,,,,Luis Morales,Hispanic
1073,Amigos Market LLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355 Summer St Lynn,,MA,1905.0, NA,445110.0,,1_4,Humberto Flores,"president, treasurer, board member",Hispanic,"$544,000",,,(781) 584-8099,,,,Humberto Flores,Hispanic
1074,"Amilcar Consulting, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2501 Windsor Ridge Drive Westborough, Massachusetts 1581 United States",,,,,,Certified Contractors,,,,Black,,,,(781) 267-3649,,,,,,,,,,,,,,,,,,,,,,,
1076,Amilcar's Construction Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 Hamilton Ave Lynn,,MA,1902.0,2016,236115.0,,1_4,Mynor Ovalle,owner,Hispanic,"$1,180,000",,,,,,,Mynor Ovalle,Hispanic
1077,Ammo's Auto Sales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,645 Hyde Park Ave Roslindale,,MA,2131.0, NA,441120.0,,4,Kenny Santana,owner,Hispanic,"$2,212,000",,,(617) 323-9844,,,,Kenny Santana,Hispanic
1078,"Amobi, Adaugo MD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55 Fruit St # Of Boston,,MA,2114.0, NA,621111.0,,1_4,,,,"$934,000",,,(617) 724-6700,,,,,
1079,Amorim Auto Sales Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265 Longmeadow Rd Taunton,,MA,2780.0, NA,441120.0,,2,Joseph Amorim,owner,Hispanic,"$1,040,000",,,(508) 880-7958,,,,Joseph Amorim,Hispanic
1080,Amory Auto Collision,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1601 Columbus Ave Roxbury,,MA,2119.0,2016,811121.0,,1_4,Luis R Rosado,owner,Hispanic,"$660,000",,,(617) 445-4385,,,,Luis R Rosado,Hispanic
1081,AMP Electrical Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1420 Union Street Ext West Springfield,,MA,1089.0, NA,238210.0,,17,Michael Ostrowski,owner,Eastern European,"$2,123,000",,,(413) 731-0009,,,,Michael Ostrowski,Eastern European
1082,AMPM Facility Svc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295 Weston St # 1 Waltham,,MA,2453.0,1984,561720.0,,700,John Smith,owner,Western Europe,"$76,336,000",,,(781) 622-1444,,,,John Smith,Western Europe
1083,Ampo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375 Airport Dr # 4 Worcester,,MA,1602.0, NA,423840.0,,1,,,,"$1,124,000",,,(508) 751-8586,,,,,
1084,"Amponsah, Kwame O MD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228 Billerica Rd Chelmsford,,MA,1824.0, NA,621111.0,,1_4,,,,"$637,000",,,(978) 250-0958,,,,,
1085,Amr Clothing Co LLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9 Water St Boston,,MA,2109.0, NA,448140.0,,1_4,,,,"$599,000",,,(617) 720-2833,,,,,
1086,Amundi Pioneer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60 State St Boston,,MA,2109.0, NA,523910.0,,650,Lisa M Jones,"ceo, president, chairman, board member",Western Europe,"$612,293,000",,,(617) 742-7825,,,,Lisa M Jones,Western Europe
1087,Ana C Ternes-LAUS MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101 Page St New Bedford,,MA,2740.0, NA,621111.0,,5_9,,,,"$1,499,000",,,(508) 973-5919,,,,,
1088,Analog Devices Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,804 Woburn St Wilmington,,MA,1887.0,1970,423690.0,,2200,Jason Fiorillo,vice president,Mediterranean,"$3,223,215,000",,,(781) 935-5565,,,,Vincent T Roche,Western Europe
1092,Analogic Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8 Centennial Dr Peabody,,MA,1960.0,1967,334419.0,,999,Shalabh Chandra,"senior vp, general mgr, international",South Asian,,,,(978) 326-4000,,,,Shalabh Chandra,South Asian
1093,Analysis & Design,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,767 Meridian St Fall River,,MA,2720.0, NA,541330.0,,1_4,,,,"$891,000",,,(508) 679-8508,,,,,
1094,Anaqua Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,745 Boylston St # 6 Boston,,MA,2116.0, NA,511210.0,,60,Melissa Rose,vice president,Scandinavian,"$20,794,000",,,(617) 927-5808,,,,Melissa Rose,Scandinavian
1095,Anchor Bolt Excav-Foundations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9 Rosenfeld Dr Hopedale,,MA,1747.0,2004,238910.0,,6,Mike Barba,president,Hispanic,"$818,000",,,(508) 863-3000,,,,Mike Barba,Hispanic
1096,"Anchor Electric, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"687 Silver Street Agawam, Massachusetts 1001 United States",,,,,,Certified Contractors,,,,Black,,,,(413) 786-6788,,,,,,,,,,,,,,,,,,,,,,,
1098,"Andella Iron, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20 Ingleside Avenue Chelsea, Massachusetts 2150 United States",,,,,,Certified Contractors,,,,Black,,,,(617) 504-5264,,,,,,,,,,,,,,,,,,,,,,,
1100,Andersen Tax LLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125 High St # 16 Boston,,MA,2110.0, NA,541213.0,,20,,,,"$593,000",,,(617) 292-8400,,,,,
1101,Anderson & Kreiger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50 Milk St # 21 Boston,,MA,2109.0, NA,541110.0,,40,,,,"$13,838,000",,,(617) 621-6500,,,,,
1102,Anderson Airmotive Prods Co,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,994 Jefferson St # 10 Fall River,,MA,2721.0, NA,488190.0,,16,Ron E Steger,"president, treasurer",Western Europe,"$2,011,000",,,(508) 646-0950,,,,Ron E Steger,Western Europe
1103,AndHerStory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Arlington, Massachusetts 2476 United States",,,,,,Certified Contractors,,,,Black,,,,978.333.2458,,,,,,,,,,,,,,,,,,,,,,,
